Ready?,name,Train Type,track-types,desc,maxSpeed (m/s),maxAcceleration,maxDeceleration,capacityPerCar,minCars,maxCars,carsPerCarSet,carLength,trainWidth,maxStationLength,carCost,baseTrackCost,baseStationCost,scissorsCrossoverCost,canCrossRoads,maxSpeedLocalStation,Old?,trainOperationalCostPerHour,carOperationalCostPerHour,color,Multipliers,Min Capacity,Max Capacity,Manufacturer,Train Category,Cities,Nation,Cont,Generic?,Cities2,Nation2
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
